,workerId,treatment,initialDecision,shareWillingness,finalDecision,newsIndex,time,mlCorrectness,finalCorrectness,label
13293,339,2.0,1,90.0,-1,26.0,Mon Dec 27 2021 11:39:55 GMT-0600 (Central Standard Time),True,True,-1
13310,363,2.0,-1,0.0,1,15.0,Tue Dec 21 2021 12:08:29 GMT-0700 (Mountain Standard Time),True,True,1
13312,314,2.0,1,90.0,1,12.0,Wed Dec 22 2021 12:31:32 GMT-0800 (Pacific Standard Time),True,True,1
13316,208,2.0,1,80.0,1,30.0,Thu Dec 23 2021 17:05:20 GMT-0600 (Central Standard Time),True,False,-1
13323,223,2.0,-1,0.0,-1,9.0,Wed Dec 22 2021 11:13:25 GMT-0500 (Eastern Standard Time),False,False,1
13324,419,1.0,-1,30.0,-1,37.0,Tue Dec 21 2021 13:41:32 GMT-0500 (Eastern Standard Time),False,True,-1
13328,214,2.0,-1,100.0,-1,10.0,Wed Dec 22 2021 12:15:38 GMT-0500 (Eastern Standard Time),True,False,1
13332,174,0.0,1,0.0,1,36.0,Wed Dec 22 2021 10:41:46 GMT-0800 (Pacific Standard Time),True,False,-1
13334,377,0.0,1,80.0,1,24.0,Tue Dec 21 2021 11:31:19 GMT-0600 (Central Standard Time),True,False,-1
13338,172,1.0,-1,60.0,-1,31.0,Wed Dec 22 2021 14:29:50 GMT-0600 (Central Standard Time),True,True,-1
13339,101,1.0,1,60.0,1,11.0,Wed Dec 22 2021 14:27:53 GMT-0500 (Eastern Standard Time),True,True,1
13345,321,1.0,-1,0.0,-1,18.0,Tue Dec 21 2021 16:46:54 GMT-0600 (Central Standard Time),False,False,1
13347,29,1.0,1,80.0,1,39.0,Tue Dec 21 2021 15:32:12 GMT-0500 (Eastern Standard Time),True,False,-1
13351,409,2.0,1,80.0,1,10.0,Wed Dec 22 2021 10:33:17 GMT-0600 (Central Standard Time),True,True,1
13353,344,1.0,1,60.0,1,15.0,Wed Dec 22 2021 12:29:42 GMT-0500 (Eastern Standard Time),True,True,1
13354,97,1.0,-1,70.0,-1,24.0,Mon Dec 27 2021 11:37:42 GMT+0530 (India Standard Time),True,True,-1
13358,187,1.0,-1,70.0,-1,36.0,Wed Dec 22 2021 10:06:14 GMT-0500 (Eastern Standard Time),True,True,-1
13363,177,1.0,1,20.0,1,27.0,Wed Dec 22 2021 17:03:58 GMT-0600 (Central Standard Time),True,False,-1
13368,439,0.0,1,50.0,1,4.0,Thu Dec 23 2021 15:57:37 GMT-0600 (Central Standard Time),True,True,1
13369,200,1.0,1,60.0,1,1.0,Wed Dec 22 2021 17:11:26 GMT-0500 (Eastern Standard Time),True,True,1
13376,229,1.0,-1,50.0,-1,5.0,Tue Dec 21 2021 14:30:57 GMT-0500 (Eastern Standard Time),True,False,1
13383,194,1.0,1,80.0,1,23.0,Mon Dec 27 2021 11:13:43 GMT-0800 (Pacific Standard Time),False,False,-1
13389,342,2.0,-1,90.0,-1,10.0,Wed Dec 22 2021 11:17:40 GMT-0500 (Colombia Standard Time),True,False,1
13391,383,0.0,1,70.0,1,3.0,Thu Dec 23 2021 16:31:05 GMT-0500 (GMT-05:00),True,True,1
13399,158,1.0,1,50.0,1,15.0,Tue Dec 21 2021 11:15:34 GMT-0500 (Colombia Standard Time),True,True,1
13404,335,1.0,1,10.0,1,17.0,Wed Dec 22 2021 14:20:46 GMT-0500 (Eastern Standard Time),True,True,1
13410,319,1.0,1,90.0,1,0.0,Tue Dec 21 2021 14:48:20 GMT-0500 (Eastern Standard Time),True,True,1
13411,365,1.0,1,90.0,1,1.0,Wed Dec 22 2021 14:03:52 GMT-0500 (Colombia Standard Time),True,True,1
13422,414,2.0,1,90.0,1,14.0,Tue Dec 21 2021 13:17:49 GMT-0600 (Central Standard Time),True,True,1
13433,64,0.0,-1,60.0,-1,3.0,Thu Dec 23 2021 17:09:09 GMT+0300 (GMT+03:00),True,False,1
13434,71,1.0,1,80.0,1,12.0,Wed Dec 22 2021 14:51:34 GMT-0500 (Eastern Standard Time),True,True,1
13436,25,2.0,1,80.0,1,3.0,Tue Dec 21 2021 13:15:58 GMT-0800 (Pacific Standard Time),True,True,1
13441,215,0.0,-1,0.0,-1,6.0,Tue Dec 21 2021 16:50:22 GMT-0500 (Eastern Standard Time),True,False,1
13449,96,0.0,-1,0.0,-1,0.0,Tue Dec 21 2021 13:10:12 GMT-0700 (Mountain Standard Time),True,False,1
13451,172,1.0,1,80.0,1,0.0,Wed Dec 22 2021 14:26:30 GMT-0600 (Central Standard Time),True,True,1
13452,261,0.0,-1,80.0,-1,0.0,Tue Dec 21 2021 11:50:58 GMT-0600 (Central Standard Time),True,False,1
13456,213,2.0,-1,70.0,-1,29.0,Tue Dec 21 2021 13:26:54 GMT-0500 (GMT-05:00),True,True,-1
13457,330,1.0,1,90.0,1,9.0,Wed Dec 22 2021 10:40:18 GMT-0600 (Central Standard Time),False,True,1
13463,84,2.0,1,100.0,1,27.0,Tue Dec 21 2021 11:51:07 GMT-0500 (Eastern Standard Time),True,False,-1
13466,227,0.0,-1,0.0,-1,19.0,Wed Dec 22 2021 10:29:58 GMT-0500 (Eastern Standard Time),False,False,1
13469,240,2.0,1,60.0,1,30.0,Thu Dec 23 2021 16:37:06 GMT-0500 (Eastern Standard Time),True,False,-1
13474,467,2.0,1,70.0,1,3.0,Wed Dec 22 2021 11:27:25 GMT-0800 (Pacific Standard Time),True,True,1
13480,174,0.0,1,10.0,1,3.0,Wed Dec 22 2021 10:40:49 GMT-0800 (Pacific Standard Time),True,True,1
13481,25,2.0,1,50.0,-1,34.0,Tue Dec 21 2021 13:16:40 GMT-0800 (Pacific Standard Time),True,True,-1
13482,49,1.0,1,50.0,1,5.0,Wed Dec 22 2021 12:42:03 GMT-0800 (Pacific Standard Time),True,True,1
13487,4,1.0,1,0.0,1,29.0,Thu Dec 23 2021 16:47:26 GMT-0500 (Eastern Standard Time),True,False,-1
13489,362,2.0,-1,50.0,1,7.0,Wed Dec 22 2021 10:54:19 GMT-0600 (Central Standard Time),True,True,1
13493,413,1.0,1,70.0,1,33.0,Tue Dec 21 2021 13:16:09 GMT-0500 (Eastern Standard Time),True,False,-1
13503,44,1.0,1,60.0,1,38.0,Fri Dec 24 2021 03:18:19 GMT-0500 (Eastern Standard Time),False,False,-1
13513,410,0.0,-1,0.0,-1,39.0,Tue Dec 21 2021 13:16:26 GMT-0600 (Central Standard Time),True,True,-1
13515,21,0.0,1,80.0,1,2.0,Thu Dec 23 2021 10:19:59 GMT-0800 (Pacific Standard Time),True,True,1
13517,378,1.0,-1,0.0,-1,24.0,Wed Dec 22 2021 12:09:08 GMT-0500 (Eastern Standard Time),True,True,-1
13518,268,2.0,1,80.0,1,13.0,Tue Dec 21 2021 16:42:55 GMT-0500 (GMT-05:00),True,True,1
13521,229,1.0,-1,20.0,-1,20.0,Tue Dec 21 2021 14:27:05 GMT-0500 (Eastern Standard Time),True,True,-1
13523,35,1.0,1,70.0,1,36.0,Tue Dec 21 2021 11:55:53 GMT-0600 (Central Standard Time),True,False,-1
13528,16,0.0,1,80.0,1,5.0,Wed Dec 22 2021 17:23:03 GMT-0500 (Eastern Standard Time),True,True,1
13530,153,1.0,1,30.0,1,3.0,Tue Dec 21 2021 16:34:25 GMT-0500 (Eastern Standard Time),True,True,1
13531,243,1.0,1,90.0,1,16.0,Wed Dec 22 2021 11:07:00 GMT-0500 (Eastern Standard Time),False,True,1
13532,437,0.0,1,70.0,1,32.0,Wed Dec 22 2021 11:03:38 GMT-0800 (Pacific Standard Time),True,False,-1
13533,218,1.0,1,60.0,1,12.0,Thu Dec 23 2021 10:31:22 GMT-0500 (Eastern Standard Time),True,True,1
13536,457,1.0,-1,70.0,-1,22.0,Wed Dec 22 2021 12:46:51 GMT-0500 (Eastern Standard Time),True,True,-1
13537,0,2.0,1,70.0,1,13.0,Wed Dec 22 2021 13:10:19 GMT-0500 (Eastern Standard Time),True,True,1
13540,281,2.0,1,60.0,-1,9.0,Wed Dec 22 2021 16:09:22 GMT-0500 (Eastern Standard Time),False,False,1
13543,119,2.0,1,10.0,1,7.0,Wed Dec 22 2021 10:15:11 GMT-0600 (Central Standard Time),True,True,1
13547,17,1.0,1,50.0,1,35.0,Mon Dec 27 2021 12:14:20 GMT-0800 (Pacific Standard Time),False,False,-1
13548,113,0.0,-1,0.0,-1,1.0,Thu Dec 23 2021 12:41:51 GMT-0800 (Pacific Standard Time),True,False,1
13569,109,1.0,1,80.0,1,24.0,Thu Dec 23 2021 10:24:22 GMT-0600 (Central Standard Time),True,False,-1
13571,227,0.0,-1,0.0,-1,4.0,Wed Dec 22 2021 10:30:53 GMT-0500 (Eastern Standard Time),True,False,1
13581,267,2.0,-1,70.0,1,2.0,Wed Dec 22 2021 10:27:29 GMT-0600 (Central Standard Time),True,True,1
13582,136,1.0,1,60.0,1,9.0,Tue Dec 21 2021 12:05:01 GMT-0500 (Eastern Standard Time),False,True,1
13588,73,0.0,-1,10.0,-1,4.0,Thu Dec 23 2021 10:31:46 GMT-0600 (Central Standard Time),True,False,1
13593,68,2.0,1,90.0,1,11.0,Wed Dec 22 2021 12:51:10 GMT-0600 (Central Standard Time),True,True,1
13598,247,2.0,1,90.0,1,23.0,Wed Dec 22 2021 16:38:55 GMT-0800 (Pacific Standard Time),False,False,-1
13599,81,0.0,1,80.0,1,25.0,Wed Dec 22 2021 13:05:54 GMT-0500 (Colombia Standard Time),False,False,-1
13602,149,2.0,1,80.0,-1,33.0,Tue Dec 21 2021 16:52:49 GMT-0600 (Central Standard Time),True,True,-1
13606,430,2.0,1,80.0,-1,29.0,Thu Dec 23 2021 15:25:18 GMT-0500 (GMT-05:00),True,True,-1
13611,419,1.0,1,90.0,1,3.0,Tue Dec 21 2021 13:42:20 GMT-0500 (Eastern Standard Time),True,True,1
13612,1,1.0,1,90.0,1,15.0,Wed Dec 22 2021 11:02:20 GMT-0800 (Pacific Standard Time),True,True,1
13616,258,0.0,-1,50.0,-1,12.0,Mon Dec 27 2021 12:13:00 GMT-0600 (Central Standard Time),True,False,1
13618,130,0.0,1,80.0,1,34.0,Tue Dec 21 2021 12:08:19 GMT-0600 (Central Standard Time),True,False,-1
13624,83,1.0,1,80.0,1,21.0,Wed Dec 22 2021 15:26:37 GMT-0500 (Eastern Standard Time),True,False,-1
13628,330,1.0,-1,100.0,-1,1.0,Wed Dec 22 2021 10:41:28 GMT-0600 (Central Standard Time),True,False,1
13631,49,1.0,1,60.0,1,35.0,Wed Dec 22 2021 12:40:49 GMT-0800 (Pacific Standard Time),False,False,-1
13634,248,1.0,-1,0.0,-1,12.0,Wed Dec 22 2021 16:46:27 GMT-0500 (Eastern Standard Time),True,False,1
13636,276,1.0,-1,20.0,-1,14.0,Wed Dec 22 2021 12:19:15 GMT-0500 (Eastern Standard Time),True,False,1
13645,357,0.0,-1,0.0,-1,7.0,Wed Dec 22 2021 10:40:41 GMT-0600 (Central Standard Time),True,False,1
13652,406,1.0,-1,40.0,-1,21.0,Wed Dec 22 2021 11:11:35 GMT-0800 (Pacific Standard Time),True,True,-1
13660,249,2.0,1,70.0,1,38.0,Thu Dec 23 2021 10:23:19 GMT-0500 (Eastern Standard Time),False,False,-1
13687,254,2.0,1,60.0,1,2.0,Tue Dec 21 2021 12:23:30 GMT-0500 (Eastern Standard Time),True,True,1
13689,442,1.0,-1,50.0,-1,26.0,Wed Dec 22 2021 16:08:35 GMT-0600 (Central Standard Time),True,True,-1
13690,239,2.0,1,10.0,-1,26.0,Wed Dec 22 2021 15:11:34 GMT-0600 (Central Standard Time),True,True,-1
13691,400,1.0,-1,10.0,-1,28.0,Wed Dec 22 2021 11:04:44 GMT-0800 (Pacific Standard Time),True,True,-1
13693,107,1.0,1,50.0,1,35.0,Wed Dec 22 2021 12:12:41 GMT-0500 (Eastern Standard Time),False,False,-1
13695,120,0.0,1,50.0,1,36.0,Thu Dec 23 2021 17:11:57 GMT-0800 (Pacific Standard Time),True,False,-1
13696,294,2.0,-1,0.0,1,13.0,Wed Dec 22 2021 14:12:35 GMT-0600 (Central Standard Time),True,True,1
13705,97,1.0,1,70.0,1,1.0,Mon Dec 27 2021 11:36:04 GMT+0530 (India Standard Time),True,True,1
13709,93,2.0,1,80.0,1,27.0,Tue Dec 21 2021 12:08:26 GMT-0500 (Eastern Standard Time),True,False,-1
13710,200,1.0,1,60.0,1,3.0,Wed Dec 22 2021 17:10:06 GMT-0500 (Eastern Standard Time),True,True,1
13717,340,2.0,1,60.0,1,1.0,Wed Dec 22 2021 16:38:22 GMT-0500 (Eastern Standard Time),True,True,1
13718,325,0.0,-1,0.0,-1,39.0,Thu Dec 23 2021 14:56:16 GMT-0500 (Eastern Standard Time),True,True,-1
13719,475,1.0,1,50.0,1,22.0,Fri Dec 24 2021 10:29:00 GMT-0600 (Central Standard Time),True,False,-1
13722,122,2.0,1,90.0,1,23.0,Thu Dec 23 2021 15:17:16 GMT-0500 (GMT-05:00),False,False,-1
13732,11,2.0,1,10.0,1,6.0,Wed Dec 22 2021 15:03:52 GMT-0500 (Eastern Standard Time),True,True,1
13733,329,0.0,-1,90.0,-1,14.0,Wed Dec 22 2021 10:00:43 GMT-0500 (Eastern Standard Time),True,False,1
13734,365,1.0,1,70.0,1,0.0,Wed Dec 22 2021 14:02:43 GMT-0500 (Colombia Standard Time),True,True,1
13740,443,0.0,1,10.0,1,7.0,Thu Dec 23 2021 13:12:59 GMT-0500 (Eastern Standard Time),True,True,1
13742,198,1.0,-1,10.0,-1,17.0,Wed Dec 22 2021 11:55:24 GMT-0500 (Eastern Standard Time),True,False,1
13745,98,1.0,1,30.0,1,28.0,Wed Dec 22 2021 10:59:01 GMT-0500 (Eastern Standard Time),True,False,-1
13746,393,2.0,1,70.0,1,10.0,Tue Dec 21 2021 14:05:14 GMT-0600 (Central Standard Time),True,True,1
13748,123,0.0,1,80.0,1,9.0,Tue Dec 21 2021 11:54:06 GMT-0500 (Eastern Standard Time),False,True,1
13751,259,1.0,-1,50.0,-1,32.0,Wed Dec 22 2021 11:39:47 GMT-0800 (Pacific Standard Time),True,True,-1
13772,126,0.0,-1,20.0,-1,30.0,Wed Dec 22 2021 16:44:47 GMT-0500 (Eastern Standard Time),True,True,-1
13777,219,0.0,-1,0.0,-1,37.0,Wed Dec 22 2021 14:03:07 GMT-0700 (Mountain Standard Time),False,True,-1
13780,362,2.0,1,70.0,1,4.0,Wed Dec 22 2021 10:53:34 GMT-0600 (Central Standard Time),True,True,1
13781,176,2.0,1,50.0,1,15.0,Wed Dec 22 2021 17:08:42 GMT-0800 (Pacific Standard Time),True,True,1
13782,385,1.0,-1,80.0,-1,34.0,Tue Dec 21 2021 16:15:45 GMT-0800 (Pacific Standard Time),True,True,-1
13784,12,2.0,1,60.0,-1,28.0,Tue Dec 21 2021 15:17:30 GMT-0600 (Central Standard Time),True,True,-1
13787,28,0.0,1,30.0,1,8.0,Tue Dec 21 2021 14:05:38 GMT-0500 (Eastern Standard Time),False,True,1
13793,448,0.0,1,90.0,1,7.0,Tue Dec 21 2021 12:22:43 GMT-0400 (Bolivia Time),True,True,1
13797,162,2.0,1,70.0,1,38.0,Tue Dec 21 2021 13:06:31 GMT-0600 (Central Standard Time),False,False,-1
13798,444,0.0,1,90.0,1,32.0,Wed Dec 22 2021 15:56:30 GMT-0800 (Pacific Standard Time),True,False,-1
13802,334,1.0,-1,0.0,-1,2.0,Wed Dec 22 2021 15:28:34 GMT-0500 (Eastern Standard Time),True,False,1
13803,120,0.0,-1,50.0,-1,26.0,Thu Dec 23 2021 17:11:15 GMT-0800 (Pacific Standard Time),True,True,-1
13807,240,2.0,1,50.0,-1,32.0,Thu Dec 23 2021 16:39:23 GMT-0500 (Eastern Standard Time),True,True,-1
13808,0,2.0,1,60.0,1,2.0,Wed Dec 22 2021 13:05:28 GMT-0500 (Eastern Standard Time),True,True,1
13818,258,0.0,-1,70.0,-1,33.0,Mon Dec 27 2021 12:12:30 GMT-0600 (Central Standard Time),True,True,-1
13822,457,1.0,1,70.0,1,0.0,Wed Dec 22 2021 12:45:58 GMT-0500 (Eastern Standard Time),True,True,1
13824,338,2.0,1,80.0,1,12.0,Tue Dec 21 2021 16:54:45 GMT-0600 (Central Standard Time),True,True,1
13826,472,2.0,-1,90.0,-1,20.0,Wed Dec 22 2021 14:49:47 GMT-0800 (Pacific Standard Time),True,True,-1
13841,274,2.0,1,80.0,1,38.0,Thu Dec 23 2021 12:53:16 GMT-0500 (Eastern Standard Time),False,False,-1
13843,106,0.0,-1,40.0,-1,0.0,Wed Dec 22 2021 13:12:18 GMT-0500 (Eastern Standard Time),True,False,1
13846,100,2.0,1,70.0,-1,14.0,Wed Dec 22 2021 15:39:15 GMT-0500 (Eastern Standard Time),True,False,1
13847,342,2.0,-1,90.0,-1,11.0,Wed Dec 22 2021 11:16:54 GMT-0500 (Colombia Standard Time),True,False,1
13851,254,2.0,-1,70.0,1,14.0,Tue Dec 21 2021 12:22:00 GMT-0500 (Eastern Standard Time),True,True,1
13852,451,0.0,1,80.0,1,14.0,Wed Dec 22 2021 14:03:57 GMT-0800 (Pacific Standard Time),True,True,1
13856,60,1.0,-1,70.0,-1,26.0,Thu Dec 23 2021 15:18:03 GMT-0600 (Central Standard Time),True,True,-1
13858,286,1.0,-1,0.0,-1,16.0,Wed Dec 22 2021 11:25:30 GMT-0500 (Eastern Standard Time),False,False,1
13867,153,1.0,1,0.0,1,25.0,Tue Dec 21 2021 16:33:27 GMT-0500 (Eastern Standard Time),False,False,-1
13869,458,0.0,-1,80.0,-1,8.0,Thu Dec 23 2021 16:14:19 GMT-0600 (Central Standard Time),False,False,1
13870,141,1.0,1,60.0,1,5.0,Wed Dec 22 2021 16:25:08 GMT-0800 (Pacific Standard Time),True,True,1
13871,458,0.0,1,70.0,1,38.0,Thu Dec 23 2021 16:12:07 GMT-0600 (Central Standard Time),False,False,-1
13874,303,1.0,1,60.0,1,17.0,Tue Dec 21 2021 14:39:30 GMT-0500 (Eastern Standard Time),True,True,1
13876,25,2.0,1,50.0,-1,24.0,Tue Dec 21 2021 13:15:37 GMT-0800 (Pacific Standard Time),True,True,-1
13878,428,0.0,-1,0.0,-1,33.0,Wed Dec 22 2021 16:38:01 GMT-0600 (Central Standard Time),True,True,-1
13880,222,1.0,1,90.0,1,36.0,Wed Dec 22 2021 12:13:48 GMT-0500 (Eastern Standard Time),True,False,-1
13887,323,1.0,-1,50.0,-1,26.0,Wed Dec 22 2021 10:55:58 GMT-0500 (Eastern Standard Time),True,True,-1
13893,322,0.0,-1,20.0,-1,36.0,Tue Dec 21 2021 12:10:21 GMT-0500 (Eastern Standard Time),True,True,-1
13899,193,1.0,1,20.0,1,35.0,Tue Dec 21 2021 16:43:55 GMT-0600 (Central Standard Time),False,False,-1
13901,469,2.0,1,80.0,1,5.0,Wed Dec 22 2021 12:43:03 GMT-0800 (Pacific Standard Time),True,True,1
13903,2,1.0,-1,50.0,-1,24.0,Wed Dec 22 2021 17:18:41 GMT-0800 (Pacific Standard Time),True,True,-1
13904,174,0.0,-1,0.0,-1,11.0,Wed Dec 22 2021 10:41:58 GMT-0800 (Pacific Standard Time),True,False,1
13906,162,2.0,1,60.0,-1,34.0,Tue Dec 21 2021 13:05:06 GMT-0600 (Central Standard Time),True,True,-1
13910,65,1.0,1,100.0,1,0.0,Tue Dec 21 2021 13:36:27 GMT-0600 (Central Standard Time),True,True,1
13915,42,2.0,-1,60.0,1,10.0,Tue Dec 21 2021 16:46:26 GMT-0500 (Eastern Standard Time),True,True,1
13916,354,2.0,1,80.0,-1,33.0,Wed Dec 22 2021 11:17:25 GMT-0500 (Colombia Standard Time),True,True,-1
13921,39,0.0,-1,0.0,-1,39.0,Wed Dec 22 2021 12:57:45 GMT-0800 (Pacific Standard Time),True,True,-1
13922,377,0.0,1,80.0,1,21.0,Tue Dec 21 2021 11:31:03 GMT-0600 (Central Standard Time),True,False,-1
13923,248,1.0,1,50.0,1,10.0,Wed Dec 22 2021 16:47:14 GMT-0500 (Eastern Standard Time),True,True,1
13924,327,2.0,1,30.0,1,10.0,Wed Dec 22 2021 12:38:46 GMT-0600 (Central Standard Time),True,True,1
13925,213,2.0,1,70.0,1,38.0,Tue Dec 21 2021 13:27:27 GMT-0500 (GMT-05:00),False,False,-1
13928,265,2.0,1,0.0,1,10.0,Thu Dec 23 2021 11:14:41 GMT-0500 (Eastern Standard Time),True,True,1
13929,100,2.0,1,70.0,-1,1.0,Wed Dec 22 2021 15:40:05 GMT-0500 (Eastern Standard Time),True,False,1
13930,65,1.0,1,20.0,1,9.0,Tue Dec 21 2021 13:39:49 GMT-0600 (Central Standard Time),False,True,1
13938,190,1.0,1,70.0,1,34.0,Thu Dec 23 2021 14:57:15 GMT-0500 (Eastern Standard Time),True,False,-1
13939,110,0.0,1,80.0,1,6.0,Wed Dec 22 2021 12:51:32 GMT-0800 (Pacific Standard Time),True,True,1
13945,287,1.0,-1,10.0,-1,7.0,Thu Dec 23 2021 11:29:44 GMT-0500 (Eastern Standard Time),True,False,1
13948,96,0.0,-1,0.0,-1,4.0,Tue Dec 21 2021 13:09:04 GMT-0700 (Mountain Standard Time),True,False,1
13950,232,1.0,1,60.0,1,9.0,Thu Dec 23 2021 10:26:07 GMT-0800 (Pacific Standard Time),False,True,1
13953,95,2.0,-1,50.0,1,12.0,Wed Dec 22 2021 14:42:50 GMT-0600 (Central Standard Time),True,True,1
13955,162,2.0,1,70.0,-1,27.0,Tue Dec 21 2021 13:06:54 GMT-0600 (Central Standard Time),True,True,-1
13958,293,2.0,1,90.0,1,23.0,Wed Dec 22 2021 12:32:30 GMT-0500 (Eastern Standard Time),False,False,-1
13959,322,0.0,-1,10.0,-1,39.0,Tue Dec 21 2021 12:13:09 GMT-0500 (Eastern Standard Time),True,True,-1
13962,44,1.0,1,60.0,1,24.0,Fri Dec 24 2021 03:19:55 GMT-0500 (Eastern Standard Time),True,False,-1
13970,429,2.0,-1,90.0,-1,29.0,Wed Dec 22 2021 10:08:59 GMT-0800 (Pacific Standard Time),True,True,-1
13973,49,1.0,1,50.0,1,25.0,Wed Dec 22 2021 12:42:13 GMT-0800 (Pacific Standard Time),False,False,-1
13975,57,0.0,1,40.0,1,2.0,Thu Dec 23 2021 15:22:19 GMT-0600 (Central Standard Time),True,True,1
13977,84,2.0,1,100.0,-1,24.0,Tue Dec 21 2021 11:53:07 GMT-0500 (Eastern Standard Time),True,True,-1
13981,428,0.0,1,20.0,1,0.0,Wed Dec 22 2021 16:34:06 GMT-0600 (Central Standard Time),True,True,1
13983,95,2.0,-1,60.0,1,28.0,Wed Dec 22 2021 14:54:48 GMT-0600 (Central Standard Time),True,False,-1
13986,66,0.0,1,60.0,1,14.0,Mon Dec 27 2021 10:39:56 GMT-0800 (Pacific Standard Time),True,True,1
13987,467,2.0,-1,70.0,-1,16.0,Wed Dec 22 2021 11:27:09 GMT-0800 (Pacific Standard Time),False,False,1
13998,341,0.0,1,90.0,1,24.0,Wed Dec 22 2021 10:52:50 GMT-0800 (Pacific Standard Time),True,False,-1
14003,460,2.0,-1,60.0,-1,21.0,Wed Dec 22 2021 11:38:03 GMT-0500 (Eastern Standard Time),True,True,-1
14011,250,1.0,1,50.0,1,22.0,Thu Dec 23 2021 10:17:18 GMT-0800 (Pacific Standard Time),True,False,-1
14022,100,2.0,1,70.0,1,22.0,Wed Dec 22 2021 15:38:48 GMT-0500 (Eastern Standard Time),True,False,-1
14023,81,0.0,1,90.0,1,6.0,Wed Dec 22 2021 13:07:13 GMT-0500 (Colombia Standard Time),True,True,1
14026,145,2.0,1,60.0,-1,38.0,Thu Dec 23 2021 15:38:24 GMT-0500 (Eastern Standard Time),False,True,-1
14027,408,0.0,-1,50.0,-1,12.0,Tue Dec 21 2021 14:35:15 GMT-0500 (Eastern Standard Time),True,False,1
14030,43,1.0,1,70.0,1,10.0,Tue Dec 21 2021 12:52:39 GMT-0800 (Pacific Standard Time),True,True,1
14034,455,1.0,1,90.0,1,23.0,Wed Dec 22 2021 11:34:06 GMT-0800 (Pacific Standard Time),False,False,-1
14039,42,2.0,1,100.0,1,17.0,Tue Dec 21 2021 16:45:38 GMT-0500 (Eastern Standard Time),True,True,1
14041,71,1.0,1,90.0,1,14.0,Wed Dec 22 2021 14:54:29 GMT-0500 (Eastern Standard Time),True,True,1
14043,461,1.0,1,80.0,1,29.0,Wed Dec 22 2021 12:36:00 GMT-0500 (Eastern Standard Time),True,False,-1
14044,379,0.0,1,60.0,1,0.0,Wed Dec 22 2021 11:34:16 GMT-0500 (Eastern Standard Time),True,True,1
14051,420,2.0,1,80.0,1,20.0,Thu Dec 23 2021 10:28:49 GMT-0600 (Central Standard Time),True,False,-1
14052,360,0.0,-1,0.0,-1,9.0,Tue Dec 21 2021 16:55:27 GMT-0800 (Pacific Standard Time),False,False,1
14059,92,1.0,1,60.0,1,6.0,Fri Dec 24 2021 10:35:27 GMT-0800 (Pacific Standard Time),True,True,1
14060,103,1.0,1,50.0,1,13.0,Tue Dec 21 2021 14:27:03 GMT-0600 (Central Standard Time),True,True,1
14068,61,0.0,-1,30.0,-1,5.0,Tue Dec 21 2021 11:37:22 GMT-0600 (Central Standard Time),True,False,1
14069,220,1.0,1,100.0,1,9.0,Mon Dec 27 2021 11:25:19 GMT-0500 (Eastern Standard Time),False,True,1
14072,168,2.0,-1,70.0,-1,7.0,Wed Dec 22 2021 11:52:13 GMT-0500 (Eastern Standard Time),True,False,1
14075,49,1.0,-1,50.0,-1,20.0,Wed Dec 22 2021 12:41:51 GMT-0800 (Pacific Standard Time),True,True,-1
14076,23,2.0,1,50.0,1,35.0,Tue Dec 21 2021 14:13:27 GMT-0500 (Eastern Standard Time),False,False,-1
14079,310,0.0,1,80.0,1,16.0,Thu Dec 23 2021 17:11:03 GMT-0800 (Pacific Standard Time),False,True,1
14080,8,0.0,1,50.0,1,12.0,Thu Dec 23 2021 10:56:38 GMT-0800 (Pacific Standard Time),True,True,1
14081,143,2.0,1,90.0,1,38.0,Wed Dec 22 2021 12:27:02 GMT-0500 (Eastern Standard Time),False,False,-1
14083,323,1.0,1,40.0,1,3.0,Wed Dec 22 2021 10:56:39 GMT-0500 (Eastern Standard Time),True,True,1
14086,335,1.0,-1,10.0,-1,21.0,Wed Dec 22 2021 14:22:33 GMT-0500 (Eastern Standard Time),True,True,-1
14089,360,0.0,-1,0.0,-1,20.0,Tue Dec 21 2021 16:54:02 GMT-0800 (Pacific Standard Time),True,True,-1
14096,319,1.0,1,80.0,1,21.0,Tue Dec 21 2021 14:43:04 GMT-0500 (Eastern Standard Time),True,False,-1
14100,334,1.0,1,20.0,1,18.0,Wed Dec 22 2021 15:30:37 GMT-0500 (Eastern Standard Time),False,True,1
14101,190,1.0,1,80.0,1,19.0,Thu Dec 23 2021 14:56:59 GMT-0500 (Eastern Standard Time),False,True,1
14102,350,2.0,1,50.0,1,32.0,Wed Dec 22 2021 12:10:49 GMT-0800 (Pacific Standard Time),True,False,-1
14111,270,0.0,1,60.0,1,14.0,Thu Dec 23 2021 13:48:26 GMT-0500 (Eastern Standard Time),True,True,1
14112,224,1.0,-1,70.0,-1,13.0,Thu Dec 23 2021 16:23:27 GMT-0500 (Eastern Standard Time),True,False,1
14115,224,1.0,1,70.0,1,35.0,Thu Dec 23 2021 16:23:38 GMT-0500 (Eastern Standard Time),False,False,-1
14118,223,2.0,-1,0.0,1,38.0,Wed Dec 22 2021 11:13:32 GMT-0500 (Eastern Standard Time),False,False,-1
14125,93,2.0,1,90.0,1,2.0,Wed Dec 22 2021 12:43:52 GMT-0500 (Eastern Standard Time),True,True,1
14140,345,2.0,1,70.0,1,15.0,Thu Dec 23 2021 16:28:26 GMT-0600 (Central Standard Time),True,True,1
